Name: ,Specialization,Highest degree: ,Experience,Fee,Degrees:,Wait_time,Number of Patients:,Rating,Location
Dr. Mirza Muhammad Sarwar,ENT Specialist,MBBS,"100%
                                                                                    (3)",Not Available,FCPS,not available,not available,,Lahore
Dr. Ghulam Saqlain,ENT Specialist,MBBS,"100%
                                                                                    (3)",Not Available,,not available,not available,,Lahore
Dr. Talat Mehmood,ENT Specialist,MBBS-FCPS,"100%
                                                                                    (3)",Not Available,,not available,not available,,Lahore
Dr. Ahmed Raheel,ENT Specialist,MBBS,"100%
                                                                                    (3)",Not Available,,not available,not available,,Lahore
Prof. Dr.  Maroof Aziz Khan,ENT Specialist,MBBS,"100%
                                                                                    (3)",Not Available,FCPS,not available,not available,,Lahore
Dr. Javed Nadeem Butt,ENT Specialist,MBBS,"100%
                                                                                    (3)",Not Available,DLO,not available,not available,,Lahore
Dr. Ahsan Rasheed Baig,ENT Specialist,MBBS,"100%
                                                                                    (3)",Not Available,,not available,not available,,Lahore
Dr. Malik Irshad Ahmed,ENT Specialist,MBBS,"100%
                                                                                    (3)",Not Available,DOMS,not available,not available,,Lahore
Dr. Khuda Bakhsh,ENT Specialist,MBBS,"100%
                                                                                    (3)",Not Available,DLO,not available,not available,,Lahore
Assist. Prof. Dr. Aamer Ayub Awan,"ENT Specialist, ENT Surgeon",MBBS,"100%
                                                                                    (3)",Not Available,FCPS (ENT Surgery),21 Years,not available,,Lahore
Dr. Fakhar-ur-Hassan,ENT Specialist,MBBS,"100%
                                                                                    (3)",Not Available,"DLO,  MCPS",not available,not available,,Lahore
Assist. Prof. Dr. Mohibullah Mushwani,"ENT Specialist, ENT Surgeon",MBBS,14 Years,Rs. 800,"MS (ENT Specialist and Surgeon),  MPH",Under 15 Min,1038,99%,Islamabad
Dr. Malik Jawad Faisal,"ENT Specialist, ENT Surgeon",MBBS,22 Years,"Rs. 3,000","MCPS,  M.D.,  MS (Head and Neck)",Under 15 Min,211,98%,Islamabad
Dr. Nasheed Baig,"ENT Specialist, ENT Surgeon",MBBS,17 Years,"Rs. 2,200",FCPS,Under 15 Min,1357,99%,Islamabad
Assist. Prof. Dr. Farhan Ahmed,"ENT Specialist, ENT Surgeon",M.B.B.S,13 Years,"Rs. 2,000","M.S ( Ear,  Nose & Throat )",Under 15 Min,147,98%,Islamabad
Dr. Nawal Khurshid,"ENT Specialist, ENT Surgeon",MBBS,5 Years,"Rs. 3,000",FCPS,15 - 30 Min,7,100%,Islamabad
Dr. Jamshed Bin Saeed,"ENT Specialist, ENT Surgeon",M.B.B.S.,32 Years,"Rs. 3,000","M.C.P.S. ( Ear,  Nose & Throat ),  DLO",Under 15 Min,104,100%,Islamabad
Dr. Junaid Shahzad,"ENT Specialist, ENT Surgeon",M.B.B.S,12 Years,"Rs. 1,200","F.C.P.S,  MAAO-HNS (USA)",Under 15 Min,2557,99%,Islamabad
Dr. Saifullah Khan,"ENT Specialist, ENT Surgeon",M.B.B.S,15 Years,"Rs. 2,500","F.C.P.S.(Oto-Rhino-Laryngology),  MRCSEd ENT (UK)",Under 15 Min,149,100%,Islamabad
Dr. Ansab Hasnain,"ENT Specialist, ENT Surgeon",MBBS,9 Years,"Rs. 3,000",FCPS,15 - 30 Min,6,100%,Islamabad
Dr. Humaiza Taj,"ENT Specialist, ENT Surgeon",M.B.B.S,4 Years,"Rs. 2,500",F.C.P.S.(Oto-Rhino-Laryngology),Under 15 Min,33,97%,Islamabad
Assist. Prof. Dr. Tahir Muhammad,"ENT Specialist, Head and Neck Surgeon, ENT Surgeon",M.B.B.S.,8 Years,"Rs. 3,000","F.C.P.S.,  MRCPS,  MRCS,  Fellowship in Head & Neck Surgery",15 - 30 Min,151,99%,Islamabad
Dr. Muhammad Tariq,"ENT Specialist, ENT Surgeon",M.B.B.S.,30 Years,"Rs. 2,000","D.L.O.(Oto.Rhino-Laryngology),  F.C.P.S.(Oto-Rhino-Laryngology)",Under 15 Min,384,97%,Islamabad
Dr. Nida Riaz,"ENT Specialist, ENT Surgeon",M.B.B.S,9 Years,"Rs. 1,800",F.C.P.S.(Oto-Rhino-Laryngology),Under 15 Min,794,100%,Islamabad
Dr. Mehwash Sadaqat,"ENT Specialist, ENT Surgeon",MBBS,9 Years,"Rs. 2,500",FCPS (Oto-Laryngoscopy),7 Years,not available,100%,Islamabad
Dr. Riaz Khan,"ENT Specialist, ENT Surgeon, General Physician",M.B.B.S,28 Years,"Rs. 1,000",DLO,Under 15 Min,188,98%,Islamabad
Assist Prof. Dr. Haitham Akash,"ENT Specialist, ENT Surgeon",MBBS,6 Years,"Rs. 2,000",FCPS,15 - 30 Min,4,100%,Islamabad
Dr. Namra Asif,"ENT Specialist, ENT Surgeon",M.B.B.S.,4 Years,"Rs. 1,200",F.C.P.S.-I,Under 15 Min,24,100%,Islamabad
Dr. Muhammad Ali,"ENT Specialist, ENT Surgeon",MBBS,8 Years,"Rs. 2,800",FCPS,Under 15 Min,104,99%,Islamabad
Dr. Abid Niazi,"ENT Specialist, ENT Surgeon",MBBS,4 Years,"Rs. 1,000",FCPS,Under 15 Min,89,95%,Islamabad
Dr. Sarim Hashmat Lodhi,"Thyroid Surgeon, ENT Surgeon, ENT Specialist",MBBS,28 Years,Not Available,FRCS (UK),Under 15 Min,255,99%,Islamabad
Dr. M. Umar Orakzai,"ENT Specialist, ENT Surgeon",M.B.B.S,18 Years,"Rs. 2,500",F.C.P.S,Under 15 Min,248,97%,Islamabad
Dr. Muhammad Yasir Khan,"ENT Specialist, ENT Surgeon",MBBS,23 Years,"Rs. 2,000",FCPS,Under 15 Min,198,99%,Islamabad
Dr. Ismail Younis Hamdan Matar,"ENT Specialist, ENT Surgeon",MBBS,12 Years,"Rs. 2,500",MCPS,Under 15 Min,260,97%,Islamabad
Dr. Azmat Ullah Khan,"ENT Specialist, ENT Surgeon",MBBS,22 Years,"Rs. 2,000","MCPS Oto-Rhino-Laryngology (ENT),  MS Oto-Rhino-Laryngology",15 - 30 Min,13,94%,Islamabad
Dr. Ghulam Saqlain,"ENT Specialist, ENT Surgeon",M.B.B.S,20 Years,"Rs. 1,500","Diploma in Otolaryngology,  F.C.P.S (Otolaryngology)",Under 15 Min,24,100%,Islamabad
Dr. Mumtaz Ahmad Umar,ENT Specialist,M.B.B.S.,19 Years,"Rs. 2,000","F.C.P.S.,  M.C.P.S.",Under 15 Min,332,99%,Islamabad
Assoc. Prof. Dr. Riffat Rehman,"ENT Specialist, ENT Surgeon",MBBS,12 Years,"Rs. 2,500","MCPS (Oto-Rhino-Laryngology),  MS (ENT)",Under 15 Min,4,75%,Islamabad
Dr. Muhammad Imran Malik,"ENT Specialist, ENT Surgeon",MBBS,6 Years,Not Available,FCPS (Oto-Rhino-Laryngology),Under 15 Min,261,100%,Islamabad
Dr. Iftikhar Aslam,"ENT Specialist, ENT Surgeon",MBBS,27 Years,Not Available,FCPS,Under 15 Min,114,95%,Islamabad
Dr. Akhtar Zaman,"ENT Specialist, ENT Surgeon",MBBS,17 Years,Not Available,"FCPS (ENT ,  Head & Neck and Rhinoplasty) ,  MCPS (ENT),  MD",Under 15 Min,102,99%,Islamabad
Dr. Arslan Akhtar,"ENT Specialist, ENT Surgeon",MBBS,10 Years,Not Available,FCPS,Under 15 Min,59,94%,Islamabad
Dr. Altaf Hussain,"ENT Specialist, ENT Surgeon",M.B.B.S,28 Years,Not Available,"MCPS,   FCPS,  MS",1+ Hour,10,60%,Islamabad
Dr. Wajih Ud Din Shinwari,"ENT Specialist, Head and Neck Surgeon, ENT Surgeon",MBBS,10 Years,Not Available,"MS,  FCPS (ENT)",Under 15 Min,141,97%,Islamabad
Prof. Dr. Amer Sabih Hydri,"ENT Specialist, ENT Surgeon",MBBS,29 Years,Not Available,"DLO,  MCPS,  FCPS",Under 15 Min,2303,99%,Islamabad
A. Professor Dr. Ashar Alamgir,"ENT Specialist, Head and Neck Surgeon",M.B.B.S.,15 Years,Not Available,"F.C.P.S.,  CHPE",15 - 30 Min,28,89%,Islamabad
Dr. Tallat Najeeb,"ENT Specialist, ENT Surgeon",M.B.B.S.,30 Years,Not Available,"M.C.P.S,  F.C.P.S,  F.I.C.S. (Otorhinolaryngology)",Under 15 Min,148,99%,Islamabad
Dr. Muhammad Aslam Khan,"ENT Specialist, ENT Surgeon",M.B.B.S,30 Years,Not Available,"M.C.P.S (Oto-Rhino-Laryngology),  M.S ( Ear,  Nose & Throat )",20 Years,not available,99%,Islamabad
Dr. Ishaq Qureshi,"ENT Specialist, ENT Surgeon",MBBS,30 Years,Not Available,"FRCS,  FICS,  FAACS","100%
                                                                                    (2)",2,99%,Islamabad
Dr. Sadaf Raffat Mustafa,"ENT Specialist, ENT Surgeon",MBBS,7 Years,Not Available,FCPS (ENT),Under 15 Min,10,100%,Islamabad
Dr. Haidar Sharif,"ENT Specialist, ENT Surgeon",MBBS,7 Years,Not Available,FCPS,"100%
                                                                                    (4)",4,100%,Islamabad
Dr. Wajahat Ullah Bangash,"ENT Specialist, ENT Surgeon",MBBS,7 Years,Not Available,FRCS,45 Years,not available,100%,Islamabad
Dr. Amir Akbar,"ENT Specialist, ENT Surgeon",MBBS,7 Years,Not Available,FCPS,not available,not available,100%,Islamabad
Dr. Feroze Ahmed,ENT Specialist,MBBS,7 Years,Not Available,,not available,not available,100%,Islamabad
Dr. Muhammad Amin,"ENT Specialist, ENT Surgeon",MBBS,7 Years,Not Available,"FRCS,  Fellow Royal College of Surgeons,  Edinburgh",18 Years,not available,100%,Islamabad
Dr. M. Sarwar Chaudhary,ENT Specialist,MBBS,7 Years,Not Available,,not available,not available,100%,Islamabad
Prof Dr. Mohammad Zafar Rabbani,"ENT Surgeon, ENT Specialist",M.B.B.S,7 Years,Not Available,"M.C.P.S,  F.C.P.S",not available,not available,100%,Islamabad
Dr. Munir Amjad Baig,ENT Specialist,MBBS,7 Years,Not Available,,not available,not available,100%,Islamabad
Dr. Zulfiqar Ali,ENT Specialist,MBBS,7 Years,Not Available,,not available,not available,100%,Islamabad
Dr. Asad Qayyum,ENT Specialist,MBBS,7 Years,Not Available,"MCPS, FCPS",not available,not available,100%,Islamabad
Dr. Muhammad Jawad Zafar,"ENT Specialist, ENT Surgeon",MBBS,7 Years,Not Available,FCPS,not available,not available,100%,Islamabad
Dr. Ghulam Saqulain,ENT Specialist,FCPS,7 Years,Not Available,,not available,not available,100%,Islamabad
Dr. Muhammad Riaz Akram,"ENT Specialist, Head and Neck Surgeon",MBBS,7 Years,Not Available,FCPS,not available,not available,100%,Islamabad
Dr. M. Musharaf Baig,"ENT Surgeon, ENT Specialist",MBBS,7 Years,Not Available,"FCPS (ENT Surgery),  MCPS",28 Years,not available,100%,Islamabad
Dr. Col. Asad Qayoom,ENT Specialist,,7 Years,Not Available,,not available,not available,100%,Islamabad
Dr. Wajahat Tanveer,ENT Specialist,,7 Years,Not Available,,not available,not available,100%,Islamabad
Dr. A. Z. Marwat,ENT Specialist,MBBS,7 Years,Not Available,FCPS,not available,not available,100%,Islamabad
Dr. Tahir Ahmed,ENT Specialist,MBBS,7 Years,Not Available,"FCPS,  MCPS",not available,not available,100%,Islamabad
Dr. Jawad Ahmad,"ENT Specialist, ENT Surgeon",MBBS,7 Years,Not Available,"FCPS,  MCPS",not available,not available,100%,Islamabad
Dr. Shayan Ansari,"ENT Specialist, ENT Surgeon",M.B.B.S,7 Years,Not Available,F.C.P.S,13 Years,not available,100%,Islamabad
Dr. Ali Akbar,"ENT Specialist, ENT Surgeon",M.B.B.S,7 Years,Rs. 900,F.C.P.S.(Oto-Rhino-Laryngology),Under 15 Min,6,100%,Karachi
Dr. S.M. Hammad Raza,"ENT Specialist, Thyroid Surgeon, ENT Surgeon",MBBS,17 Years,"Rs. 2,000",DLO,Under 15 Min,4930,99%,Karachi
Dr. Muhammad Paras Naseem,"ENT Specialist, ENT Surgeon",M.B.B.S,8 Years,"Rs. 1,000",F.C.P.S (OTO-Rhino-laryngology),15 - 30 Min,89,94%,Karachi
Prof. Dr. Iqbal Hussain,"Head and Neck Surgeon, ENT Surgeon, ENT Specialist",M.B.B.S,32 Years,"Rs. 2,500","D.L.O,  F.C.P.S",Under 15 Min,765,99%,Karachi
Dr. Rajesh Vasandani,"ENT Specialist, Head and Neck Surgeon",M.B.B.S.,14 Years,Rs. 700,F.C.P.S. (Otorhinolaryngology),15 - 30 Min,2702,97%,Karachi
Dr. Muhammad Shahid Faizani,"ENT Specialist, ENT Surgeon",MBBS,20 Years,Not Available,DLO,Under 15 Min,213,100%,Karachi
Dr. Muhammad Moiz Ullah Khan,"ENT Specialist, ENT Surgeon",M.B.B.S. (Gold Medalist),8 Years,"Rs. 1,000",F.C.P.S. (Otorhinolaryngology),Under 15 Min,261,98%,Karachi
Dr. Areej Fatimah Iqrar Siddiqui,"ENT Specialist, ENT Surgeon",MBBS,"100%
                                                                                    (258)",Rs. 800,FCPS ( Otorhinolaryngology),6 Years,258,,Karachi
Dr. Zeeshan Ali Shaikh,"ENT Specialist, ENT Surgeon",M.B.B.S,7 Years,"Rs. 1,500",F.C.P.S. (ENT),Under 15 Min,210,99%,Karachi
Dr. Munazza Saeed,"ENT Specialist, Thyroid Surgeon, ENT Surgeon",M.B.B.S.,15 Years,"Rs. 1,000","F.C.P.S.,  DLO",Under 15 Min,4482,99%,Karachi
Dr. Tanveer Shaikh,"ENT Specialist, ENT Surgeon",MBBS,40 Years,"Rs. 3,500",DLO,Under 15 Min,67,100%,Karachi
Prof. Dr. Kalimullah Thaheem,"ENT Specialist, ENT Surgeon",MBBS,45 Years,"Rs. 3,000","DLO (Austria),  MHPE,  FRCS (Glasgow),  MS (UK)",Under 15 Min,844,98%,Karachi
Dr. M. Jamil Memon,"ENT Specialist, ENT Surgeon",M.B.B.S,30 Years,"Rs. 2,500","F.C.P.S,  D.L.O",Under 15 Min,360,98%,Karachi
Dr. Danish Ur Rahim,"ENT Specialist, ENT Surgeon",MBBS,15 Years,Rs. 700,"DLO ,  FCPS (Oto-Rhino-Laryngology)",15 - 30 Min,66,97%,Karachi
Dr. Amna Bukhari,"ENT Specialist, ENT Surgeon",MBBS,10 Years,"Rs. 1,100",FCPS (Otorhinolaryngology),Under 15 Min,14,100%,Karachi
Dr. Muhammad Tariq Alvi,"ENT Specialist, ENT Surgeon",M.B.B.S.M.C.P.S (Oto Rhino Laryngology),20 Years,"Rs. 2,000",M.S (Surgery),Under 15 Min,16,91%,Karachi
Dr. Mehfooz Ur Rehman,"ENT Specialist, ENT Surgeon",MBBS,20 Years,"Rs. 1,500","Diploma in Otolaryngology,  M.C.P.S",Under 15 Min,77,94%,Karachi
Dr. Talha Ahmed Qureshi,"ENT Specialist, ENT Surgeon",MBBS,10 Years,"Rs. 2,500","FCPS,  DOHNS",Under 15 Min,395,99%,Karachi
Dr. Muhammad Faheem Bhatti,"ENT Specialist, ENT Surgeon",MBBS,30 Years,"Rs. 1,300","DLO,  F.I.C.S",Under 15 Min,266,99%,Karachi
Prof. Dr. Sohail Abdul Malik,"ENT Specialist, ENT Surgeon",M.B.B.S,35 Years,"Rs. 2,000","F.C.P.S. (Oto-Laryngology),  D.L.O. (Oto-Rhinolaryngology)",Under 15 Min,122,97%,Karachi
Dr. Noor A. Shaikh,"ENT Specialist, Thyroid Surgeon",MBBS,34 Years,"Rs. 3,000","DLO,  DHMHC",Under 15 Min,713,98%,Karachi
Dr. Zubair Anwar Baloch,"ENT Specialist, ENT Surgeon",M.B.B.S,21 Years,Not Available,"F.C.P.S.(Oto-Rhino-Laryngology),  M.C.P.S (Oto-Rhino-Laryngology),  D.L.O.(Oto.Rhino-Laryngology)",15 - 30 Min,7,100%,Karachi
Dr. Suneel Kumar,"ENT Specialist, ENT Surgeon",M.B.B.S,24 Years,Rs. 500,Diploma in Otolaryngology,15 - 30 Min,34,92%,Karachi
Dr. Salman Matiullah,"ENT Specialist, ENT Surgeon",MBBS,32 Years,"Rs. 1,500",FCPS,Under 15 Min,169,98%,Karachi
Dr. Syed Azhar Ali,"ENT Specialist, Head and Neck Surgeon",MBBS,20 Years,"Rs. 1,500",DLO,Under 15 Min,289,99%,Karachi
Dr. Madeeha Sharif,"ENT Specialist, ENT Surgeon",M.B.B.S.,6 Years,"Rs. 1,000","M.C.P.S (Oto-Rhino-Laryngology),  FCPS (Oto-Rhino-Laryngology)",15 - 30 Min,23,100%,Karachi
Dr. Tahir Ghulam Abbas,"ENT Specialist, ENT Surgeon",MBBS,5 Years,"Rs. 1,000",FCPS (Oto-Rhino-Laryngoscopy),15 - 30 Min,5,100%,Karachi
Dr. Vijay Kumar,"ENT Specialist, ENT Surgeon",M.B.B.S,10 Years,Rs. 800,F.C.P.S.(Oto-Rhino-Laryngology),15 - 30 Min,22,100%,Karachi
Dr. Abdul Hameed Shaikh,"ENT Specialist, ENT Surgeon",MBBS,32 Years,"Rs. 2,000",DLO (UK),Under 15 Min,98,97%,Karachi
Dr. Furqan Mirza,"ENT Specialist, ENT Surgeon",M.B.B.S,10 Years,"Rs. 1,500","F.C.P.S,  MHM",Under 15 Min,198,99%,Karachi
Dr. Zafar Mahmood,"ENT Specialist, Head and Neck Surgeon, ENT Surgeon",MBBS,18 Years,"Rs. 2,500","FRCS (UK) FACS (USA),  FCPS,  MCPS,  DLO",Under 15 Min,2409,99%,Karachi
Dr. Hasan Abbas,"ENT Surgeon, Head and Neck Surgeon, ENT Specialist",M.B.B.S.,8 Years,"Rs. 1,000",F.C.P.S.,15 - 30 Min,169,98%,Karachi
Dr. Abdul Waheed,"ENT Surgeon, ENT Specialist",MBBS,15 Years,"Rs. 1,800","DLO,  FCPS (Oto-Rhino-Lhyringology)",Under 15 Min,121,97%,Karachi
Dr. Shafqat Ali Shaikh,"ENT Specialist, ENT Surgeon",M.B.B.S,12 Years,Rs. 900,F.C.P.S.(Oto-Rhino-Laryngology),15 - 30 Min,4,100%,Karachi
Assist. Prof. Dr. Salman Ahmed,"ENT Specialist, ENT Surgeon",MBBS,5 Years,"Rs. 1,500",FCPS (ENT),15 - 30 Min,191,95%,Karachi
Dr. Aftab Ahmed Memon,ENT Specialist,MBBS,38 Years,"Rs. 5,000","DLO,  FICS",Under 15 Min,596,99%,Karachi
Dr. Sohail Tirmizi,"ENT Specialist, ENT Surgeon",M.B.B.S.,20 Years,"Rs. 1,000","D.L.O,  F.C.P.S.,  FRCS(Glasgow )",Under 15 Min,318,98%,Karachi
Dr. Ayoub Musani,"ENT Specialist, ENT Surgeon",MBBS,31 Years,"Rs. 1,300","Diploma in Otolaryngology,  FCPS (Oto-Rhino-Laryngology)",Under 15 Min,16,100%,Karachi
Dr. Shamaila Nawaz Khan,"ENT Specialist, Head and Neck Surgeon, ENT Surgeon",MBBS,14 Years,Not Available,FCPS (ENT & Head & Neck Surgery),15 - 30 Min,127,92%,Karachi
Dr. Taj Mohammad Shaikh,"ENT Specialist, ENT Surgeon",MBBS,30 Years,"Rs. 1,500","FRSH(London),  DLO(UK)",Under 15 Min,265,91%,Karachi
Dr. Riaz Ahmed Shahid,"ENT Specialist, ENT Surgeon",MBBS,28 Years,"Rs. 1,500","DLO,  M. Phil",15 - 30 Min,34,100%,Karachi
Dr. Syed Munawar Ali,"ENT Specialist, ENT Surgeon",MBBS,20 Years,Not Available,DLO,Under 15 Min,196,99%,Karachi
Dr. Badar Ul Kalam,"ENT Specialist, ENT Surgeon",M.B.B.S,38 Years,"Rs. 1,000",Diploma in Otolaryngology,15 - 30 Min,31,94%,Karachi
Dr. Ashok Kumar Raheja,"ENT Specialist, ENT Surgeon",MBBS,14 Years,"Rs. 1,500","DLO,  FCPS",Under 15 Min,178,99%,Karachi
Dr. Maisam Abbas Shiraz,"ENT Specialist, ENT Surgeon",MBBS,16 Years,"Rs. 1,100",FCPS,15 - 30 Min,147,99%,Karachi
Dr. Hurtamina Khan,"ENT Specialist, ENT Surgeon",M.B.B.S.,13 Years,"Rs. 2,000","DLO (Oto-Rhino-Laryngology),  FCPS (Oto-Rhino-Laryngology),  CHPE,  FRCS (Glassgow)",Under 15 Min,25,100%,Karachi
Dr. Muntazir Hussain,"ENT Specialist, ENT Surgeon",M.B.B.S,8 Years,"Rs. 1,150",F.C.P.S. (Otorhinolaryngology),15 - 30 Min,152,99%,Karachi
Dr. Qazi Muhammad Tariq,"ENT Specialist, ENT Surgeon",MBBS,25 Years,"Rs. 1,500",DLO,Under 15 Min,51,100%,Karachi
Dr. Muhammad Akram,"ENT Specialist, ENT Surgeon",MBBS,28 Years,"Rs. 1,500","FCPS,  DLO",Under 15 Min,424,98%,Karachi
Dr. Hanif Jan,"ENT Specialist, ENT Surgeon",MBBS,34 Years,"Rs. 1,000",DLO,Under 15 Min,228,98%,Karachi
Dr. Maria Mahmood,"ENT Specialist, ENT Surgeon",MBBS,5 Years,Not Available,FCPS (ENT),Under 15 Min,25,96%,Karachi
Dr. Tarique Zahid Khan,"ENT Specialist, ENT Surgeon",MBBS,26 Years,Not Available,"FCPS,  DLO",15 - 30 Min,161,98%,Karachi
Dr. Tariq Qazi,ENT Specialist,MBBS,"100%
                                                                                    (1)",Not Available,DLO,20 Years,1,,Karachi
Dr. Saifullah Mir,"ENT Specialist, ENT Surgeon",M.B.B.S,10 Years,Not Available,"M.D,  FCPS",15 - 30 Min,186,96%,Karachi
Dr. Montasir Junaid,"ENT Specialist, ENT Surgeon",MBBS,"100%
                                                                                    (14)",Not Available,FCPS,Under 15 Min,14,,Karachi
Dr. Mukhtar Singapuri,"ENT Specialist, ENT Surgeon",M.B.B.S,29 Years,Not Available,F.C.P.S. (ENT),Under 15 Min,143,99%,Karachi
Dr. Shaheen Malik,"ENT Specialist, ENT Surgeon",M.B.B.S,38 Years,Not Available,"Diploma in Otolaryngology,  F.C.P.S (Otolaryngology)",Under 15 Min,14,100%,Karachi
Dr. Anjum Naveed,"ENT Specialist, ENT Surgeon",MBBS,"100%
                                                                                    (3)",Not Available,"MCPS,  FRCS,  DLO",34 Years,3,,Karachi
Dr. Muhammad Warris,ENT Specialist,MBBS,"100%
                                                                                    (3)",Not Available,DLO,27 Years,not available,,Karachi
Dr. Shoukat Malik,"ENT Specialist, ENT Surgeon",MBBS,38 Years,Not Available,"F.C.P.S,  M.C.P.S.",15 - 30 Min,85,95%,Karachi
Dr. Saeed Ahmed,"ENT Specialist, ENT Surgeon",MBBS (DOW),20 Years,Not Available,"DLO,  M.Sc Audiology",Under 15 Min,41,100%,Karachi
Dr. Naseer Ahmad,"ENT Specialist, Head and Neck Surgeon, ENT Surgeon",MBBS,12 Years,Not Available,"DLO,  FICS (USA),  FCPS (ENT)",Under 15 Min,168,98%,Karachi
Dr. Altaf Hussain,"ENT Specialist, ENT Surgeon",M.B.B.S,28 Years,Not Available,"MCPS,   FCPS,  MS",1+ Hour,10,60%,Karachi
Prof. Dr. Syed Mosaddaque Iqbal,"ENT Specialist, Head and Neck Surgeon, ENT Surgeon",M.B.B.S.,28 Years,Not Available,"D.L.O,  F.C.P.S. (ENT)",Under 15 Min,592,99%,Karachi
Dr. Qazi Faraz,"ENT Specialist, ENT Surgeon",MBBS,7 Years,Not Available,F.C.P.S,Under 15 Min,12,100%,Karachi
Dr. Munawer Ali Katri,ENT Specialist,MBBS,7 Years,Not Available,D.L.O,36 Years,not available,100%,Karachi
Dr. Muhammad Razzaq Dogar,"ENT Specialist, ENT Surgeon",M.B.B.S,24 Years,Not Available,"F.C.P.S (Oto-Rhino-Laryngology),  D.L.O (Oto-Rhino-Laryngology)",Under 15 Min,8,100%,Karachi
Dr. Taj Muhammad,"ENT Specialist, ENT Surgeon",MBBS,32 Years,Not Available,DLO,Under 15 Min,33,94%,Karachi
Dr. Atif Hafeez Siddiqui,"ENT Specialist, ENT Surgeon",MBBS,35 Years,Not Available,"FCPS,  MCPS (ORL),  DLO",Under 15 Min,182,98%,Karachi
Dr. Fasiullah Mir,ENT Specialist,MBBS,31 Years,Not Available,"DLO,  MCPS,  FICS",Under 15 Min,88,93%,Karachi
Dr. Sheikh Sajjad Ali,"ENT Specialist, ENT Surgeon",M.B.B.S,11 Years,Not Available,F.C.P.S.(Oto-Rhino-Laryngology),Under 15 Min,19,100%,Karachi
Dr. M. Akbar Arain,ENT Specialist,MBBS,30 Years,Not Available,DLO,Under 15 Min,16,100%,Karachi
Dr. Irfan Ahmed,"ENT Specialist, Head and Neck Surgeon, ENT Surgeon",MBBS,14 Years,Not Available,"FCPS (ENT),  DLO",Under 15 Min,141,98%,Karachi
Dr. Yaseen,ENT Specialist,M.B.B.S,15 Years,Not Available,,30 - 45 Min,8,60%,Karachi
Dr. Nand Laal,"ENT Specialist, ENT Surgeon",MBBS,35 Years,Not Available,"DLO,  MS,  FICS",15 - 30 Min,78,99%,Karachi
Dr. Najeeb Abdul Razzak,"ENT Specialist, ENT Surgeon",M.B.B.S.,30 Years,Not Available,D.L.O,Under 15 Min,10,100%,Karachi
Dr. S. A. Qureshi,"ENT Specialist, ENT Surgeon",MBBS,45 Years,Not Available,MCPS (ENT),Under 15 Min,509,97%,Karachi
Dr. Afzal Akram,"ENT Specialist, ENT Surgeon",MBBS,30 Years,Not Available,D.L.O ( Oto-Rhino-Laryngology ),Under 15 Min,19,100%,Karachi
Dr. S. Wadood Ul Hasnain,"ENT Specialist, ENT Surgeon",MBBS,27 Years,Not Available,DLO,Under 15 Min,214,100%,Karachi
Dr. Muhammad Asim,"ENT Specialist, Head and Neck Surgeon, ENT Surgeon",M.B.B.S.,19 Years,Not Available,"M.C.P.S.,  F.C.P.S.,  Dip ENT",Under 15 Min,1,100%,Karachi
Dr. Ismail Rasheed,"ENT Specialist, ENT Surgeon",MBBS,12 Years,Not Available,MCPS,Under 15 Min,5,100%,Karachi
Dr. Faheem Ahmed Khan,"ENT Specialist, ENT Surgeon",M.B.B.S,21 Years,Not Available,"D.L.O,  F.C.P.S",Under 15 Min,13,100%,Karachi
Dr. Munir Shaikh,ENT Specialist,MBBS,30 Years,Not Available,DLO,Under 15 Min,52,96%,Karachi
Dr. Qaisar Sajjad,"ENT Specialist, ENT Surgeon",MBBS,35 Years,Not Available,"DLO(OTO-RHINO-LARYNGOLOGY ),  M.S. (ENT)",Under 15 Min,361,98%,Karachi
